,Orden original,Comisión,Congresistas,Cargo,Bancada,Sesión,Fecha,Asistencia,Licencia,Inas. Just.,Inas. Inj.,
16,14079,SEGURIDAD CIUDADANA,BELLIDO UGARTE GUIDO,Secretaria,PERÚ LIBRE,,,1,,,,REPORTE DE ASISTENCIAS SO 4.xlsx
17,14511,JUSTICIA,BELLIDO UGARTE GUIDO,Titular,Perú Libre,,,,1,,,Formato Asistencia Vigesimosegunda Sesión Ordinaria.xlsx
16,14532,SEGURIDAD CIUDADANA,BELLIDO UGARTE GUIDO,Secretaria,PERÚ LIBRE,,,,,1,,REPORTE DE ASISTENCIAS SO 10.xlsx
17,14541,JUSTICIA,BELLIDO UGARTE GUIDO,Titular,Perú Libre,,,1,,,,Formato Asistencia Tercera Sesión Extraordinaria.xlsx
17,14784,JUSTICIA,BELLIDO UGARTE GUIDO,Titular,Perú Libre,,,,,1,,Formato Asistencia Segunda Sesión Extraordinaria Justicia.xlsx
17,15300,JUSTICIA,BELLIDO UGARTE GUIDO,Titular,Perú Libre,,,1,,,,Formato Asistencia Decimosexta Sesión Ordinaria.xlsx
34,15503,Economia,BELLIDO UGARTE GUIDO,Accesitario,Perú Libre,,,,,,,26 Registro de Asistencia de la Vigésimo Sexta Sesión Ordinaria Comisión de Eonomía (1) (1).xlsx
17,15674,JUSTICIA,BELLIDO UGARTE GUIDO,Titular,Perú Libre,,,,,1,,Formato Asistencia Undécima Sesión Ordinaria Continuación.xlsx
34,15931,Economia,BELLIDO UGARTE GUIDO,Accesitario,Perú Libre,,,,,,,12 12 ava. Sesión Extraordinaaria Comisión de Eonomía (8).xlsx
16,16180,SEGURIDAD CIUDADANA,BELLIDO UGARTE GUIDO,Secretaria,PERÚ LIBRE,,,1,,,,REPORTE DE ASISTENCIAS SO 8.xlsx
17,16345,JUSTICIA,BELLIDO UGARTE GUIDO,Titular,Perú Libre,,,1,,,,Formato Asistencia Quinta Sesión Extraordinaria.xlsx
17,16904,JUSTICIA,BELLIDO UGARTE GUIDO,Titular,Perú Libre,,,1,,,,Formato Asistencia Primera Sesión Extraordinaria Justicia.xlsx
37,314,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-I,2022-05-24 00:00:00,,,,,SE 005-I Asistencia.xlsx
36,379,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-F,2022-03-09 00:00:00,,,,,SO 013-F Asistencia.xlsx
36,754,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-H,2022-05-03 00:00:00,,,,,SE 005-H Asistencia.xlsx
37,833,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 009,2021-11-03 00:00:00,1,,,,SO 009 Asistencia.xlsx
36,1139,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-L,2022-05-06 00:00:00,,,,,SO 013-L Asistencia.xlsx
37,1347,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-R,2022-05-27 00:00:00,,,,,SO 013-R Asistencia.xlsx
37,1510,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 011,2022-07-22 00:00:00,1,,,,SE 011 Asistencia.xlsx
37,1568,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 007,2022-06-10 00:00:00,,,,,SE 007 Asistencia.xlsx
36,1608,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-H,2022-03-30 00:00:00,,,,,SO 013-H Asistencia.xlsx
36,2397,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-B,2022-03-01 00:00:00,,,,,SE 005-B Asistencia.xlsx
36,3120,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-E,2022-03-29 00:00:00,,,,,SE 005-E Asistencia.xlsx
37,3480,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-Q,2022-05-25 00:00:00,,,,,SO 013-Q Asistencia.xlsx
36,3982,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-K,2022-05-04 00:00:00,,,,,SO 013-K Asistencia.xlsx
37,4040,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-P,2022-05-17 00:00:00,,,,,SO 013-P Asistencia.xlsx
36,4234,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 006-D,2022-04-08 00:00:00,,,,,SE 006-D Asistencia.xlsx
37,4445,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 008,2022-06-15 00:00:00,,,,,SE 008 Asistencia.xlsx
36,4789,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-G,2022-04-26 00:00:00,,,,,SE 005-G Asistencia.xlsx
36,5073,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-A,2022-02-11 00:00:00,,,,,SE 005-A Asistencia.xlsx
36,5306,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-A,2022-01-19 00:00:00,,,,,SO 013-A Asistencia.xlsx
36,5361,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 006-E,2022-04-29 00:00:00,,,,,SE 006-E Asistencia.xlsx
36,6192,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-D,2022-03-15 00:00:00,,,,,SE 005-D Asistencia.xlsx
36,6239,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-B,2022-02-02 00:00:00,,,,,SO 013-B Asistencia.xlsx
36,6646,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-N HEMICICLO RAUL PORRAS BARRENECHEA,2022-05-11 00:00:00,,,,,SO 013-N HEMICILIO RAUL PORRAS BARRENECHEA 11 05 2022 Asistencia.xlsx
36,6774,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-I,2022-04-13 00:00:00,,,,,SO 013-I Asistencia.xlsx
37,6907,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 011,2021-11-17 00:00:00,1,,,,SO 011 Asistencia.xlsx
36,7047,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-E,2022-03-02 00:00:00,,,,,SO 013-E Asistencia.xlsx
37,7173,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 014,2022-06-01 00:00:00,,,,,SO 014 Asistencia.xlsx
36,7253,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005,2022-01-20 00:00:00,,,,,SE 005 Asistencia.xlsx
37,7654,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 002,2021-12-21 00:00:00,,,,,SE 002 Asistencia.xlsx
36,8053,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 006,2022-02-18 00:00:00,,,,,SE 006 Asistencia.xlsx
36,8956,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-J-VESPERTINA,2022-04-27 00:00:00,,,,,SO 013-J VESPERTINA Asistencia.xlsx
37,9560,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 015,2022-07-13 00:00:00,,,,,SO 015 Asistencia.xlsx
37,9701,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 010,2022-07-21 00:00:00,,,,,SE 010 Asistencia.xlsx
37,9747,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-L,2022-06-15 00:00:00,,,,,SE 005-L Asistencia.xlsx
36,9999,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 006-A,2022-03-04 00:00:00,,,,,SE 006-A Asistencia.xlsx
36,10374,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-N PENAL ANCÓN I,2022-05-11 00:00:00,,,,,SO 013-N PENAL ANCÓN I Asistencia.xlsx
36,11553,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-J-MATINAL,2022-04-27 00:00:00,,,,,SO 013-J MATINAL Asistencia.xlsx
36,11768,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 006-C,2022-03-18 00:00:00,,,,,SE 006-C Asistencia.xlsx
36,12082,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-F,2022-04-12 00:00:00,,,,,SE 005-F Asistencia.xlsx
37,12470,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 008,2021-10-27 00:00:00,1,,,,SO 008 Asistencia.xlsx
37,12881,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 006-F,2022-06-15 00:00:00,,,,,SE 006-F Asistencia.xlsx
36,12958,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-D,2022-02-15 00:00:00,,,,,SO 013-D Asistencia.xlsx
37,13250,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 009,2022-06-30 00:00:00,,,,,SE 009 Asistencia.xlsx
36,13290,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-C,2022-02-09 00:00:00,,,,,SO 013-C Asistencia.xlsx
37,13356,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 010,2021-11-10 00:00:00,1,,,,SO 010 Asistencia.xlsx
37,13649,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 003,2022-01-06 00:00:00,,,,,SE 003 Asistencia.xlsx
37,13779,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013,2022-01-12 00:00:00,,,,,SO 013 Asistencia.xlsx
37,13955,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 012,2022-01-05 00:00:00,1,,,,SO 012 Asistencia.xlsx
36,14107,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-G,2022-03-16 00:00:00,,,,,SO 013-G Asistencia.xlsx
36,14697,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-C,2022-03-10 00:00:00,,,,,SE 005-C Asistencia.xlsx
37,14836,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-K,2022-06-07 00:00:00,,,,,SE 005-K Asistencia.xlsx
37,15122,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-O,2022-05-13 00:00:00,,,,,SO 013-O Asistencia.xlsx
37,15540,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 005-J,2022-05-31 00:00:00,,,,,SE 005-J Asistencia.xlsx
37,16302,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 001,2021-12-10 00:00:00,1,,,,SE 001 Asistencia.xlsx
36,16421,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SO 013-M,2022-05-10 00:00:00,,,,,SO 013-M Asistencia.xlsx
36,16779,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 006-B,2022-03-11 00:00:00,,,,,SE 006-B Asistencia.xlsx
37,16883,FISCALIZACIÓN,"BELLIDO UGARTE, GUIDO",Accesitario,Perú Libre,SE 004,2022-01-06 00:00:00,,,,,SE 004 Asistencia.xlsx
20,2551,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,1,-,-,-,05 Registro de Asistencia Quinta Sesión Ordinaria Economia - (1).xlsx
20,2685,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,1,-,-,-,06 Registro de Asistencia Sexta Sesión Ordinaria Economia (4).xlsx
18,3325,TRABAJO,BERMEJO ROJAS GUILLERMO,Titular,PERÚ LIBRE,2da Ordin,2021-08-31 00:00:00,X,,,,2da Sesión Ord 31-08-21.xlsx
20,4158,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,1,-,-,-,08 Registro de Asistencia Octava Sesión Ordinaria Economia (5) - copia (1).xlsx
18,6261,TRABAJO,BERMEJO ROJAS GUILLERMO,Titular,PERÚ LIBRE,4ta Ordin,2021-09-14 00:00:00,,,X,,4ta Sesión Ord 14-09-21.xlsx
20,6694,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,-,1,-,-,05 Asistencia quinta Sesión Extraordinaria Comisión de Economia (3) (4).xlsx
20,7404,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,1,-,-,-,03 Registro de Asistencia tercera Sesión Ordinaria Economia (2).xlsx
20,8005,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,-,1,-,-,01 Asistencia1era. Sesión Extraordinaria Ordinaria Economia (8) (1).xlsx
20,8674,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,1,-,-,-,04 Asistencia Cuarta Sesión Extraordinaria Comisión de Economia (15).xlsx
20,10225,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,-,1,-,-,10 Registro de Asistencia Décima Sesión Ordinaria Economia (11).xlsx
18,10605,TRABAJO,BERMEJO ROJAS GUILLERMO,Titular,PERÚ LIBRE,3ra Ordin,2021-09-07 00:00:00,X,,,,3ra Sesión Ord 07-09-21.xlsx
20,11206,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,-,1,-,-,04 Registro de Asistencia Cuarta Sesión Ordinaria Economia (1).xlsx
20,11880,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,-,1,-,-,02 Asistencia Segunda Sesión Extraordinaria Economia (16).xlsx
21,13552,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,1,-,-,-,01 Registro de Asisencia de la Primera Sesión Ordinaria de Economia 25.08.21 (3).xlsx
20,13803,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,1,-,-,-,09 Registro de Asistencia Novena Ordinaria Economia (2).xlsx
20,15700,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,-,1,-,-,07 Registro de Asistencia Sétima Sesión Ordinaria Economia (18).xlsx
18,15747,Economia,Bermejo Rojas Guillermo,Titular,Perú Libre,,,1,-,-,-,02 Registro de Asistencia Segunda Sesión Ordinaria Economia 01.09.2021 (1).xlsx
20,15814,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,1,-,-,-,11 Registro de Asistencia de la Décimo Primera Sesión Ordinaria.xlsx
20,16644,Economia,BERMEJO ROJAS GUILLERMO,Titular,Perú Libre,,,-,1,-,-,03 Asistencia Tercera Sesión Extraordinaria Economia (5) - copia (21).xlsx
17,1244,CEM-DEVIDA,"BERMEJO ROJAS, GUILLERMO",Titular,Perú Democrático,,,,1,,,Asistencia- 1ra Sesiòn Ordinaria descentralizada continua Iquitos - IQUITOS - 2022.xlsx
17,2418,CEM-DEVIDA,"BERMEJO ROJAS, GUILLERMO",Titular,Perú Democrático,,,,1,,,Asistencia- 4ta Sesiòn Ordinaria descentralizada Chanchamayo - Junin -2022.xlsx
17,2759,CEM-DEVIDA,"BERMEJO ROJAS, GUILLERMO",Titular,Perú Democrático,,,,,1,,Asistencia- 4ta Sesiòn Ordinaria DEVIDA - Lima.xlsx
21,6213,CE DEVIDA,"BERMEJO ROJAS, GUILLERMO",Titular,,,,3,,,,Asistencia- 1ra Sesiòn extraordinaria virtual DEVIDA- Lima - 2022.xlsx
20,7677,PRESUPUESTO,"Bermejo Rojas, Guillermo",Titular,Perú Libre,,,1,,,,ASISTENCIA-COMISIONPPTO-2021-2022.xlsx
17,8930,CEM-DEVIDA,"BERMEJO ROJAS, GUILLERMO",Titular,Perú Democrático,,,,,,1,Asistencia- 2da Sesiòn Ordinaria descentralizada Mazuko DEVIDA - Madre de Dios.xlsx
17,9235,CEM-DEVIDA,"BERMEJO ROJAS, GUILLERMO",Titular,Perú Democrático,,,,1,,,Asistencia 3ra Sesiòn ordinaria descentralizada Pucallpa - Ucayali - 2022.xlsx
17,11245,CEM-DEVIDA,"BERMEJO ROJAS, GUILLERMO",Titular,Perú Democrático,,,4,,,,Asistencia- 2ra Sesiòn Ordinaria descentralizada continua Puerto Maldonado DEVIDA - Madre de Dios - 2022.xlsx
17,16024,CEM-DEVIDA,"BERMEJO ROJAS, GUILLERMO",Titular,Perú Democrático,,,,1,,,Asistencia- 1ra Sesiòn Ordinaria descentralizada Yurimaguas - 2022.xlsx
17,16928,CEM-DEVIDA,"BERMEJO ROJAS, GUILLERMO",Titular,Perú Democrático,,,,1,,,Asistencia 1ra Sesiòn Extraordinaria Aguaytia - Ucayali - 2022.xlsx
18,295,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 005-I,2022-05-24 00:00:00,,,,1,SE 005-I Asistencia.xlsx
18,361,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-F,2022-03-09 00:00:00,1,,,,SO 013-F Asistencia.xlsx
17,609,SALUD,Burgos Oliveros Juan Bartolomé,Titular,Avanza País,15,1,1,,,,ASISTENCIA DÉCIMA QUINTA SESIÓN ORDINARIA MARTES 01 MARZO 2022 CSP.xlsx
18,736,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 005-H,2022-05-03 00:00:00,,,,1,SE 005-H Asistencia.xlsx
18,814,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 009,2021-11-03 00:00:00,,1,,,SO 009 Asistencia.xlsx
18,895,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 007,2021-10-20 00:00:00,1,,,,SO 007 Asistencia.xlsx
18,1121,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-L,2022-05-06 00:00:00,,,,1,SO 013-L Asistencia.xlsx
18,1328,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-R,2022-05-27 00:00:00,1,,,,SO 013-R Asistencia.xlsx
18,1491,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 011,2022-07-22 00:00:00,1,,,,SE 011 Asistencia.xlsx
18,1549,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 007,2022-06-10 00:00:00,1,,,,SE 007 Asistencia.xlsx
18,1590,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-H,2022-03-30 00:00:00,1,,,,SO 013-H Asistencia.xlsx
17,1908,SALUD,Burgos Oliveros Juan Bartolomé,Titular,Avanza País,12,11,1,,,,ASISTENCIA DÉCIMA SEGUNDA SESIÓN ORDINARIA MARTES 11 enero 2022 CSP.xlsx
18,2201,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País,SO 001,2021-08-25 00:00:00,,,,,SO 001 Asistencia.xlsx
18,2379,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 005-B,2022-03-01 00:00:00,1,,,,SE 005-B Asistencia.xlsx
18,3102,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 005-E,2022-03-29 00:00:00,1,,,,SE 005-E Asistencia.xlsx
18,3461,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-Q,2022-05-25 00:00:00,,,,1,SO 013-Q Asistencia.xlsx
18,3964,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-K,2022-05-04 00:00:00,1,,,,SO 013-K Asistencia.xlsx
18,4021,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-P,2022-05-17 00:00:00,1,,,,SO 013-P Asistencia.xlsx
18,4216,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 006-D,2022-04-08 00:00:00,1,,,,SE 006-D Asistencia.xlsx
18,4426,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 008,2022-06-15 00:00:00,,,1,,SE 008 Asistencia.xlsx
17,4624,SALUD,Burgos Oliveros Juan Bartolomé,Titular,Avanza País,8,9,1,,,,ASISTENCIA OCTAVA SESIÓN ORDINARIA MARTES 09 DE NOVIEMBRE 2021 CSP.xlsx
18,4771,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 005-G,2022-04-26 00:00:00,1,,,,SE 005-G Asistencia.xlsx
18,5015,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 006,2021-10-06 00:00:00,1,,,,SO 006 Asistencia.xlsx
18,5055,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 005-A,2022-02-11 00:00:00,1,,,,SE 005-A Asistencia.xlsx
17,5240,SALUD,Burgos Oliveros Juan Bartolomé,Titular,Avanza País,,20,26,1,,,ASISTENCIA VI´GESIMA SESIÓN ORD. - PROVINCIA DE CHOTA REGIÓN CAJAMARCA 26-04-20212CSP.xlsx
18,5288,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-A,2022-01-19 00:00:00,1,,,,SO 013-A Asistencia.xlsx
18,5343,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 006-E,2022-04-29 00:00:00,1,,,,SE 006-E Asistencia.xlsx
17,6047,SALUD,Burgos Oliveros Juan Bartolomé,Titular,Avanza País,18,5,1,,,,ASISTENCIA DÉCIMA OCTAVA SESIÓN ORDINARIA MARTES 05 ABRIL 2022 CSP.xlsx
18,6174,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 005-D,2022-03-15 00:00:00,,,,1,SE 005-D Asistencia.xlsx
18,6221,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-B,2022-02-02 00:00:00,,1,,,SO 013-B Asistencia.xlsx
18,6410,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País,SO 002,2021-09-01 00:00:00,1,,,,SO 002 Asistencia.xlsx
18,6628,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-N HEMICICLO RAUL PORRAS BARRENECHEA,2022-05-11 00:00:00,,,,1,SO 013-N HEMICILIO RAUL PORRAS BARRENECHEA 11 05 2022 Asistencia.xlsx
16,6724,SALUD,Burgos Oliveros Juan Bartolomé,Titular,Avanza País,5,28,1,,,,ASISTENCIA QUINTA SESIÓN ORDINARIA MARTES 28 DE SEPTIEMBRE 2021 CSP.xlsx
18,6756,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-I,2022-04-13 00:00:00,1,,,,SO 013-I Asistencia.xlsx
18,6888,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 011,2021-11-17 00:00:00,1,,,,SO 011 Asistencia.xlsx
18,7029,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-E,2022-03-02 00:00:00,1,,,,SO 013-E Asistencia.xlsx
18,7154,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 014,2022-06-01 00:00:00,1,,,,SO 014 Asistencia.xlsx
18,7235,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 005,2022-01-20 00:00:00,1,,,,SE 005 Asistencia.xlsx
18,7635,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 002,2021-12-21 00:00:00,,1,,,SE 002 Asistencia.xlsx
18,7730,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 005,2021-09-29 00:00:00,1,,,,SO 005 Asistencia.xlsx
17,7970,SALUD,Burgos Oliveros Juan Bartolomé,Titular,Avanza País,22,10,1,,,,ASISTENCIA VIGÉSIMA SEGUNDA SESIÓN ORDINARIA MARTES 10 MAYO 2022 CSP.xlsx
18,8035,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SE 006,2022-02-18 00:00:00,,,,1,SE 006 Asistencia.xlsx
17,8292,SALUD,Burgos Oliveros Juan Bartolomé,Titular,Avanza País,16,15,1,,,,ASISTENCIA DÉCIMA SEXTA SESIÓN ORDINARIA 15-03-2022.xlsx
17,8583,SALUD,Burgos Oliveros Juan Bartolomé,Titular,Avanza País,24,31,1,,,,ASISTENCIA VIGÉSIMA CUARTA SESIÓN ORDINARIA MARTES 31 MAYO 2022 CSP.xlsx
18,8938,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 013-J-VESPERTINA,2022-04-27 00:00:00,1,,,,SO 013-J VESPERTINA Asistencia.xlsx
17,9025,SALUD,Burgos Oliveros Juan Bartolomé,Titular,Avanza País,21,3,1,,,,ASISTENCIA VIGÉSIMA PRIMERA SESIÓN ORDINARIA MARTES 03 MAYO 2022 CSP.xlsx
18,9541,FISCALIZACIÓN,BURGOS OLIVEROS JUAN BARTOLOMÉ,Titular,Avanza País-Partido Integración Social,SO 015,2022-07-13 00:00:00,1,,,,SO 015 Asistencia.xlsx
17,9640,SALUD,Burgos Oliveros Juan Bartolomé,Titular,Avanza País,26,14,1,,,,ASISTENCIA VIGÉSIMA SEXTA SESIÓN ORDINARIA MARTES 14 JUNIO 2022 CSP.xlsx
